date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
31/5/2011,Admiralty,0.2,27.8,33.3,25.7,6.2,41.4
1/6/2011,Admiralty,0.8,26.9,32.8,25.1,5.3,28.1
2/6/2011,Admiralty,2.4,27.5,33.3,24.7,5.3,34.9
3/6/2011,Admiralty,0,28.3,32.4,25.9,5.3,27.4
4/6/2011,Admiralty,0.6,28.3,31.9,26.3,5.7,28.8
5/6/2011,Admiralty,30.6,26.2,28.1,23.9,4.5,34.6
6/6/2011,Admiralty,0.4,26.4,28.8,24.4,5.9,41
7/6/2011,Admiralty,0,29.2,33,25.8,5.3,29.9
8/6/2011,Admiralty,11.2,29.4,33.6,24.3,6.3,34.9
9/6/2011,Admiralty,0,26.8,29.4,23.3,5.2,38.2
10/6/2011,Admiralty,0,29,32.3,26.8,5.9,23.4
11/6/2011,Admiralty,0.6,26.9,29.2,24.9,5.5,25.9
12/6/2011,Admiralty,0.8,27.9,32.9,25.2,5.7,29.2
13/6/2011,Admiralty,12.2,27.3,31.2,24.4,5.6,41.8
14/6/2011,Admiralty,0,28,31,25.4,5.4,24.5
15/6/2011,Admiralty,5.2,29,33.4,26.1,5.6,24.5
16/6/2011,Admiralty,0,27.4,32.2,22.3,9.2,48.6
17/6/2011,Admiralty,15.8,28.8,31.5,26.8,7.1,26.3
18/6/2011,Admiralty,0,27.1,29.2,22.7,6.4,60.8
19/6/2011,Admiralty,0,28.8,32.1,26.1,7,32.4
20/6/2011,Admiralty,0,29.2,32.4,27,6.5,25.9
21/6/2011,Admiralty,0,29.4,33.2,27.4,6.3,23.8
22/6/2011,Admiralty,30,29.2,32.4,27.4,6.1,27.4
23/6/2011,Admiralty,0,27.1,30.2,23.1,6.8,41.4
24/6/2011,Admiralty,0,29.1,32.8,26.5,6.8,24.8
25/6/2011,Admiralty,0.4,28.4,30.3,25.7,6.5,42.8
26/6/2011,Admiralty,0,28.8,31.9,27.2,6.9,36.7
27/6/2011,Admiralty,0.2,28.9,32.2,26.5,5.1,29.5
28/6/2011,Admiralty,0,28.4,30.5,26,5.8,45.7
29/6/2011,Admiralty,7.2,27.6,31.5,25.8,6.4,39.6
30/6/2011,Admiralty,10.2,25.3,26.7,23.4,5.6,26.3
1/7/2011,Admiralty,0,28.1,32,24.2,6.9,27.7
2/7/2011,Admiralty,0,28.7,33.2,26.6,6.7,26.3
3/7/2011,Admiralty,1.8,27.6,32.1,25.7,5.5,22.7
4/7/2011,Admiralty,0,28.4,32.6,24.3,6.6,25.9
5/7/2011,Admiralty,5.4,29.2,32.7,24.7,7.8,28.1
6/7/2011,Admiralty,0,29.3,33.5,27.2,9.2,29.9
7/7/2011,Admiralty,0,29.2,33,27.3,7.1,22
8/7/2011,Admiralty,0,29,32.5,25.8,6.5,26.3
9/7/2011,Admiralty,0,29.1,32.3,26.9,6.4,30.2
10/7/2011,Admiralty,0.6,28.2,33,25.7,6.1,50.4
11/7/2011,Admiralty,18.4,28.7,32.3,25.3,5.7,25.6
12/7/2011,Admiralty,0,27.6,31.2,23,7.9,50.4
13/7/2011,Admiralty,0,29.4,32.8,26.7,6.5,28.4
14/7/2011,Admiralty,0,29.3,32.5,27.4,7.7,28.1
15/7/2011,Admiralty,16.4,26.8,30,23.5,6.8,38.5
16/7/2011,Admiralty,0,26.6,30.6,23.3,9.1,33.5
17/7/2011,Admiralty,0,28.8,32.5,26.3,6.3,30.2
18/7/2011,Admiralty,0,29,32.4,26.6,6.4,25.9
19/7/2011,Admiralty,0,29.1,32.5,26.7,7.6,31.3
20/7/2011,Admiralty,0,29.2,32.7,26.9,7,27.4
21/7/2011,Admiralty,0,29.1,32.9,26.7,6.5,24.1
22/7/2011,Admiralty,0.8,27,30.1,23.4,8.3,59.8
23/7/2011,Admiralty,0,28.3,32.4,24.3,5.8,25.6
24/7/2011,Admiralty,13.4,29.1,33.1,26.6,6.9,29.5
25/7/2011,Admiralty,0,27.5,30.8,22.6,6.7,40
26/7/2011,Admiralty,0,28.5,31.8,26,6.2,24.8
27/7/2011,Admiralty,6.8,28.1,32,22.7,6.6,49.7
28/7/2011,Admiralty,0.2,28.5,31.9,26.6,8,33.8
29/7/2011,Admiralty,0,29,32.1,26.9,7.4,35.3
30/7/2011,Admiralty,0,29,31.9,27.1,9.6,32.4
31/7/2011,Admiralty,0,28.8,31.4,27.1,9.7,33.8
1/8/2011,Admiralty,0,28.9,32.6,26.7,9.3,32.8
2/8/2011,Admiralty,0,29.2,32.8,26.8,7,27.7
3/8/2011,Admiralty,9.6,28.1,31.6,24.1,6.9,48.2
4/8/2011,Admiralty,18.4,25.7,27.7,23.9,6.5,27.7
5/8/2011,Admiralty,0,27.9,32,24.6,8.2,28.8
6/8/2011,Admiralty,0,28.8,33.8,26.7,7.9,31.7
7/8/2011,Admiralty,16.4,26.1,27.9,22.4,8.5,49.3
8/8/2011,Admiralty,0,28.4,32.4,24.9,5.4,28.8
9/8/2011,Admiralty,0,28.9,32.6,27,8.7,33.1
10/8/2011,Admiralty,0,28.6,33.5,26.7,7.3,29.5
11/8/2011,Admiralty,0,28.6,32.8,25,6.2,26.6
12/8/2011,Admiralty,0,28.8,33.8,26.6,10.6,44.6
13/8/2011,Admiralty,0,28,32.6,25,8.7,42.8
14/8/2011,Admiralty,38.6,27.5,32.7,23.3,6.3,42.1
15/8/2011,Admiralty,34.6,25.4,27.4,23.2,6.1,33.8
16/8/2011,Admiralty,0,27.5,33,23.8,7.3,34.9
17/8/2011,Admiralty,6,27.9,32.4,25.5,5.5,32.4
18/8/2011,Admiralty,0,28,33.4,24.5,6.9,33.5
19/8/2011,Admiralty,0,28.8,32.6,25.4,8.1,39.6
20/8/2011,Admiralty,2,27.3,31,25.1,8.7,32.4
21/8/2011,Admiralty,0,28.1,32,24.5,7.2,29.9
22/8/2011,Admiralty,0,28.4,32.4,26.8,6.7,40
23/8/2011,Admiralty,1.6,27.9,31.2,25.4,6.6,38.2
24/8/2011,Admiralty,0,29,33,26.1,7,28.1
25/8/2011,Admiralty,28.8,27.9,30.2,25.8,6.9,42.5
26/8/2011,Admiralty,0.8,25.9,28.1,23.6,6.1,33.1
27/8/2011,Admiralty,5.8,25.3,27.6,24.4,6.4,38.5
28/8/2011,Admiralty,0,27.9,31.5,25.3,6.4,26.3
29/8/2011,Admiralty,9.4,26.4,29.2,23.2,5.9,45
30/8/2011,Admiralty,0,27.1,30.9,25.1,6.9,38.5
31/8/2011,Admiralty,0,27.9,31.7,24.6,6.5,27.7
1/9/2011,Admiralty,0,28.9,32.4,25.9,8,36
2/9/2011,Admiralty,0,29,32.6,25.5,7.9,34.6
3/9/2011,Admiralty,5.2,28,31.3,25,5.7,29.5
4/9/2011,Admiralty,0,28.5,32.1,25.8,8.1,35.6
5/9/2011,Admiralty,0,28.7,31.9,26.2,6.4,36
6/9/2011,Admiralty,0,28.9,33.3,25.1,8.4,33.5
7/9/2011,Admiralty,0,28.5,32.6,26,6.6,29.9
8/9/2011,Admiralty,0,28.1,31.2,25.3,6.4,35.3
9/9/2011,Admiralty,0,28.8,31.3,27.2,9.1,31.3
10/9/2011,Admiralty,3,26.6,31.4,23.8,8.8,58.7
11/9/2011,Admiralty,0.4,27.1,30.3,23.5,6.5,36.4
12/9/2011,Admiralty,0,28.3,31.8,25.6,5,23.4
13/9/2011,Admiralty,4.2,28.5,33,25.6,10.8,39.6
14/9/2011,Admiralty,22,27.1,31.7,22.8,7,48.6
15/9/2011,Admiralty,0,27.4,31.5,24.6,6.1,23.8
16/9/2011,Admiralty,0,27.8,31.3,24.7,6.7,28.1
17/9/2011,Admiralty,6.2,26.9,30.9,25,4.4,33.1
18/9/2011,Admiralty,37.4,26.1,31.4,23.8,5.4,43.9
19/9/2011,Admiralty,3.8,26.5,30.1,24.2,6.5,27
20/9/2011,Admiralty,49.2,25.8,28.1,23.5,5.5,39.6
21/9/2011,Admiralty,10.4,26.6,31.1,24.2,6,33.1
22/9/2011,Admiralty,8,25.4,27.7,22.3,7.5,43.6
23/9/2011,Admiralty,0,28.4,33,24.8,6.1,25.2
24/9/2011,Admiralty,0,28.8,32.7,26.8,6.4,27
25/9/2011,Admiralty,42.6,28.9,33.4,25.1,5.3,24.5
26/9/2011,Admiralty,0,26.8,30.3,22,8.3,46.1
27/9/2011,Admiralty,5.8,27.9,31.3,25.3,6.8,62.6
28/9/2011,Admiralty,2.2,27.7,32.5,22.1,8.2,60.8
29/9/2011,Admiralty,7.8,28.8,32.4,23.9,6.6,38.2
30/9/2011,Admiralty,3,27.2,31.4,22.4,10,63.7
1/10/2011,Admiralty,24.8,27.8,31.3,24.1,4.5,25.2
2/10/2011,Admiralty,0,27.4,32.5,23,6.6,40.3
3/10/2011,Admiralty,46.4,29.1,33.2,25.4,5.1,22
4/10/2011,Admiralty,15.8,25.1,28.3,22.2,6.6,53.6
5/10/2011,Admiralty,0,26.9,30.6,24.1,6.4,39.6
6/10/2011,Admiralty,5.2,27.4,32.3,24.8,6.9,25.6
7/10/2011,Admiralty,104.4,26.6,31.7,24.1,6.7,32
8/10/2011,Admiralty,23.6,26.6,29.9,24.5,6.1,37.8
9/10/2011,Admiralty,0,26.8,30.4,22.9,8.6,40.3
10/10/2011,Admiralty,2,27.6,31.4,24.5,6,29.2
11/10/2011,Admiralty,15.2,25.8,27.1,23.5,6.3,44.3
12/10/2011,Admiralty,0.2,26,30.1,24.5,5.4,39.6
13/10/2011,Admiralty,0,28.1,32.8,24.4,6.4,23.4
14/10/2011,Admiralty,0,28.6,33.3,26,8.3,30.6
15/10/2011,Admiralty,0,28.9,32.8,25.7,9.6,36
16/10/2011,Admiralty,0,28.7,31.8,26.3,10.5,28.8
17/10/2011,Admiralty,1,28.3,31.5,26.7,10.6,33.1
18/10/2011,Admiralty,12.4,26.9,31.6,24.8,6.9,32.4
19/10/2011,Admiralty,11,26.1,31.6,23.9,5.5,39.2
20/10/2011,Admiralty,2.4,25.6,31.5,23.5,7.4,27.4
21/10/2011,Admiralty,30.2,26,30.5,23.5,6,25.9
22/10/2011,Admiralty,15.2,26.3,32,24.4,5.3,25.6
23/10/2011,Admiralty,1.6,27.2,29.9,24.8,8.4,29.2
24/10/2011,Admiralty,1.8,28.1,31.9,25.6,8.9,33.1
25/10/2011,Admiralty,8.2,27.2,31.8,25,5.2,31.3
26/10/2011,Admiralty,11.4,26.3,31.5,24.3,6.1,28.8
27/10/2011,Admiralty,30.6,25.6,31.3,24,5.4,21.6
28/10/2011,Admiralty,6.8,27.1,31.2,24.2,5.9,26.3
29/10/2011,Admiralty,7.2,27.3,30.6,23.8,8.2,33.1
30/10/2011,Admiralty,0,28.4,32.5,25,8.4,36.7
31/10/2011,Admiralty,78.2,26.2,30.6,23.4,5.9,39.2
1/11/2011,Admiralty,0,27,32.7,24.6,7.3,50.8
2/11/2011,Admiralty,3.8,26.4,29.9,24.3,6.8,44.6
3/11/2011,Admiralty,3.8,26.5,29.3,24.9,6.8,23.4
4/11/2011,Admiralty,0.6,25.8,27.6,23.6,8.5,37.1
5/11/2011,Admiralty,13.8,27.4,30.4,24.8,7,31.7
6/11/2011,Admiralty,0.2,27.1,29.6,24.2,6.3,27
7/11/2011,Admiralty,0,28,31.6,24.8,10.4,43.2
8/11/2011,Admiralty,2.8,27.2,28.8,25.6,7.9,32.4
9/11/2011,Admiralty,0.2,27.8,31.1,25.3,9,39.6
10/11/2011,Admiralty,2.4,28.2,34.4,25.2,7,27.7
11/11/2011,Admiralty,5.4,27.3,32.3,25.3,7.4,29.5
12/11/2011,Admiralty,12.8,25.5,30.8,23.1,6.7,33.8
13/11/2011,Admiralty,55.8,26.2,33.3,22.7,6.2,37.1
14/11/2011,Admiralty,10,26.2,32.8,23.8,7.2,38.2
15/11/2011,Admiralty,0.4,26.9,31.4,24.4,8.6,27
16/11/2011,Admiralty,1,26.8,31.9,24.6,6.5,28.4
17/11/2011,Admiralty,13,27.3,34.5,23.9,7,48.6
18/11/2011,Admiralty,1.2,26.1,30.1,24.2,5.4,24.8
19/11/2011,Admiralty,12.4,27.2,33.4,24.1,6,43.9
20/11/2011,Admiralty,11,26.4,31.3,23.7,7.5,31.3
21/11/2011,Admiralty,0,26.9,31,24.3,7.5,31.3
22/11/2011,Admiralty,0,27.3,30.8,24.9,8.7,33.5
23/11/2011,Admiralty,47,25.8,30.2,23.5,6.7,26.6
24/11/2011,Admiralty,6.2,26.4,31.2,24.3,8.3,32.8
25/11/2011,Admiralty,0,27.4,31.4,25.3,9.3,33.1
26/11/2011,Admiralty,9.4,26.8,30.6,25.4,7.4,33.8
27/11/2011,Admiralty,6.4,27.1,32.4,25.5,6.5,34.9
28/11/2011,Admiralty,17.2,26.6,32.9,24.8,5.4,34.6
29/11/2011,Admiralty,38.2,26.4,32.8,24.2,6.2,33.8
30/11/2011,Admiralty,13.6,26.9,31.5,25,7.8,39.2
1/12/2011,Admiralty,6,26.5,28.8,24.8,9.4,34.9
2/12/2011,Admiralty,6.2,25.4,26.6,23.7,6.4,25.6
3/12/2011,Admiralty,43.4,25.9,33.1,22.6,8,39.6
4/12/2011,Admiralty,20.8,26.2,32.2,24,5.9,32.4
5/12/2011,Admiralty,0,25.9,29.1,23.5,8.3,23.8
6/12/2011,Admiralty,4.6,27.7,33.6,24.4,6.9,23.8
7/12/2011,Admiralty,4.6,26.8,32.9,24.7,7.3,25.6
8/12/2011,Admiralty,21,26.7,32.3,23.8,8,38.5
9/12/2011,Admiralty,3.6,26.6,32.1,24.4,7.5,30.2
10/12/2011,Admiralty,0.2,27.2,30.4,24.9,10.8,36.4
11/12/2011,Admiralty,3,25,26.6,22.9,7.2,27.7
12/12/2011,Admiralty,10.6,25.5,29.5,23.4,7.4,24.1
13/12/2011,Admiralty,0.2,26.7,30.6,24.6,11.7,40.3
14/12/2011,Admiralty,3.4,27.1,31.2,24.9,7.5,41
15/12/2011,Admiralty,0.2,27.3,30.5,25.3,7.1,36.4
16/12/2011,Admiralty,18,26.8,30.9,24.9,7.9,36
17/12/2011,Admiralty,25.4,25.7,28.4,24.3,9.3,52.2
18/12/2011,Admiralty,45.8,25.3,28.3,24.1,8,47.9
19/12/2011,Admiralty,54.8,24.6,26.1,23.9,9.2,29.5
20/12/2011,Admiralty,5.2,25.7,27.7,24.1,8.6,34.2
21/12/2011,Admiralty,0.2,26.6,29.1,24.4,8.2,29.2
22/12/2011,Admiralty,1.4,25.2,26.5,24.4,6.9,27.4
23/12/2011,Admiralty,47.2,25.3,28,24.2,7.3,35.6
24/12/2011,Admiralty,12,25.6,27.4,24.8,8.4,42.1
25/12/2011,Admiralty,3,25.6,27.7,24,13.1,45.4
26/12/2011,Admiralty,0,26.4,28.7,25.1,14.6,41.8
27/12/2011,Admiralty,4.8,26.5,30.5,25,11.8,40.3
28/12/2011,Admiralty,2.8,25.5,27,24.5,9.1,35.3
29/12/2011,Admiralty,0,25.5,27.8,24.2,9.2,32.4
30/12/2011,Admiralty,0,26.6,30.4,24.2,10.4,31.7
31/12/2011,Admiralty,0,27.8,33.7,24.5,9.1,26.3
1/2/2012,Admiralty,0,26.8,29.8,24.8,12.9,40.7
2/2/2012,Admiralty,17.2,25.3,29.7,23.5,9.4,35.3
3/2/2012,Admiralty,0.4,24.9,27.2,24.2,7.4,26.3
4/2/2012,Admiralty,0.2,25.9,28.4,23.7,12.5,40
5/2/2012,Admiralty,0.8,26.9,30.6,24.5,10.1,31.7
6/2/2012,Admiralty,0.4,26.9,31.6,24.6,9.5,36
7/2/2012,Admiralty,0,27.1,32,24.1,9.1,36.4
8/2/2012,Admiralty,0,27.3,32.4,23.8,10.2,30.6
9/2/2012,Admiralty,0,26.7,31.5,23.6,11.3,32
10/2/2012,Admiralty,0,27.1,31.5,24.1,13.3,39.2
11/2/2012,Admiralty,0,27.4,32.2,24.7,12.8,43.6
12/2/2012,Admiralty,1.4,27.2,31.2,25.1,12.3,34.6
13/2/2012,Admiralty,0.4,26.5,29.8,24.9,11.8,36.4
14/2/2012,Admiralty,0,27.3,31.5,24.8,9.9,30.2
15/2/2012,Admiralty,0.4,26.8,33.4,24.4,7.5,41
16/2/2012,Admiralty,4.2,27.2,33,24.4,8.2,40
17/2/2012,Admiralty,46.8,26.6,33.5,22.9,6.5,36
18/2/2012,Admiralty,24.2,25.1,28.2,23,7.5,45.7
19/2/2012,Admiralty,0.2,25.9,31.4,22.2,7.4,36.4
20/2/2012,Admiralty,16.4,26.2,30.8,24.5,9.6,29.9
21/2/2012,Admiralty,0,26.5,29.4,24.7,9.5,31
22/2/2012,Admiralty,0,27.1,31.4,24.7,10.2,32.4
23/2/2012,Admiralty,0,28.1,32.9,25.3,10.2,29.2
24/2/2012,Admiralty,0,28.1,32.6,25.6,10.4,34.6
25/2/2012,Admiralty,0,27.9,33.5,25.3,9.2,29.2
26/2/2012,Admiralty,0.4,27.5,32.2,25.4,9.2,32.4
27/2/2012,Admiralty,0,27.4,30.9,25.4,7.4,27
28/2/2012,Admiralty,0,27.8,33.1,24.7,9.9,37.1
29/2/2012,Admiralty,0,27.1,32.2,25.2,9,34.6
1/3/2012,Admiralty,9.2,26.4,32.6,24.3,6.3,54
2/3/2012,Admiralty,8.6,25.2,28.2,23.8,6.3,32.8
3/3/2012,Admiralty,0.2,26.9,30.9,24.2,6.3,27.4
4/3/2012,Admiralty,0.4,28.1,33.4,25.5,6.5,22.7
5/3/2012,Admiralty,11.6,25.5,28.3,21.6,6.9,55.1
6/3/2012,Admiralty,0.8,27.8,32.3,24.7,7,27.7
7/3/2012,Admiralty,11.8,27.3,31.6,25.4,5.6,40.7
8/3/2012,Admiralty,37.6,26.8,30.6,24,9.8,35.3
9/3/2012,Admiralty,0,26.5,29.4,23.3,6.9,50.8
10/3/2012,Admiralty,4.2,27.4,31.7,24.9,7.6,25.2
11/3/2012,Admiralty,10.6,26.4,30.7,24.3,8.9,46.8
12/3/2012,Admiralty,0,25.3,27,24.4,12.4,40.3
13/3/2012,Admiralty,26,26.1,30.5,24.1,8.5,41
14/3/2012,Admiralty,11.8,24.4,26,23.1,6.6,27
15/3/2012,Admiralty,0,26.4,30.1,24.1,8.9,34.9
16/3/2012,Admiralty,0,28,32.5,24.9,9,31.3
17/3/2012,Admiralty,2.4,27.7,32.4,24.7,7,24.1
18/3/2012,Admiralty,14.2,26.8,32,23.5,6.8,42.1
19/3/2012,Admiralty,0.8,27.5,30.9,25.1,6.3,15.5
20/3/2012,Admiralty,0,27.8,30.8,25.4,6.8,19.8
21/3/2012,Admiralty,66.8,27.4,33.1,21.9,8,86.8
22/3/2012,Admiralty,0,27.5,32.9,25.1,7,35.3
23/3/2012,Admiralty,0,27.6,34.3,24.9,7.3,31
24/3/2012,Admiralty,0,27.7,33.3,24.6,7.2,29.2
25/3/2012,Admiralty,18,26.8,32.8,23,8.7,51.8
26/3/2012,Admiralty,2.4,27,30.7,24.9,7.9,40
27/3/2012,Admiralty,6.6,27.3,32.4,24.3,6.4,31.7
28/3/2012,Admiralty,0,27,30.6,25.5,5.3,32
29/3/2012,Admiralty,0,27.3,33.7,25.2,7,32
30/3/2012,Admiralty,25.2,26.8,30.3,24.9,7,29.5
31/3/2012,Admiralty,5.2,25.7,28.7,23.1,11.7,39.6
1/4/2012,Admiralty,13.4,28.4,33.2,24.8,7.5,31.3
2/4/2012,Admiralty,2.8,27.1,30.2,22.8,8,45.7
3/4/2012,Admiralty,7,27.8,31.3,25.7,5.3,28.4
4/4/2012,Admiralty,3,27.2,32.9,23.2,8.8,41.8
5/4/2012,Admiralty,5.8,27.5,33.3,24.9,6.5,25.6
6/4/2012,Admiralty,33.2,26.2,30.2,23.2,5.3,40
7/4/2012,Admiralty,40,26.4,33,24.1,5.2,43.6
8/4/2012,Admiralty,17.4,26.7,31.6,24.8,6.3,31.3
9/4/2012,Admiralty,21.2,26.1,30.3,24.2,6.5,35.3
10/4/2012,Admiralty,93,26.1,34.4,22.4,6.9,72.4
11/4/2012,Admiralty,0.2,26.7,30.9,24.1,6,26.3
12/4/2012,Admiralty,12.8,27.4,30.5,23.3,4.8,45
13/4/2012,Admiralty,0,29.1,33.9,25.2,5.8,21.2
14/4/2012,Admiralty,32.4,26.9,32.4,23.6,6.4,43.9
15/4/2012,Admiralty,0,27.7,32.4,23.9,6.1,22
16/4/2012,Admiralty,2.6,27.2,34.2,25.4,5.5,29.9
17/4/2012,Admiralty,0,27.4,31.9,24.8,5.9,25.9
18/4/2012,Admiralty,30.8,28.3,33.5,23.7,5.4,31.3
19/4/2012,Admiralty,0.6,26.3,31.5,24.5,5.9,23
20/4/2012,Admiralty,7,28.6,32.4,25.1,6.7,25.6
21/4/2012,Admiralty,10.4,26.7,29.4,24.4,10.8,40.3
22/4/2012,Admiralty,0.6,28.2,33.4,24.5,6.8,38.5
23/4/2012,Admiralty,0.4,27.9,33.9,24.9,5.4,25.2
24/4/2012,Admiralty,0,26.9,31,25.3,7,25.2
25/4/2012,Admiralty,0,28.4,32.6,26,6.4,28.1
26/4/2012,Admiralty,3.4,28.9,31.9,26.6,10.1,38.5
27/4/2012,Admiralty,0,29.3,33.5,24.7,7,39.6
28/4/2012,Admiralty,0,29.2,32.9,26.8,5.8,27.4
29/4/2012,Admiralty,0,28.6,33.2,26.6,5.4,28.1
30/4/2012,Admiralty,1.4,28.2,33.4,25.1,6.6,37.4
1/5/2012,Admiralty,20.6,27.6,33.4,25,5.6,29.5
2/5/2012,Admiralty,6.4,26.7,29.8,24.5,6.7,32
3/5/2012,Admiralty,0,28.4,31.8,25.7,8.7,25.2
4/5/2012,Admiralty,131.4,29,31.9,26.7,6.3,27
5/5/2012,Admiralty,0.4,26.7,30.4,21.9,8,75.2
6/5/2012,Admiralty,36,26.4,32.9,22.8,5.5,64.8
7/5/2012,Admiralty,0.2,25.6,27.7,22.6,6.8,63
8/5/2012,Admiralty,30.8,29.1,33.1,25.2,6.6,28.8
9/5/2012,Admiralty,4.6,27.2,34.6,22.9,6.2,55.1
10/5/2012,Admiralty,10.2,27.4,34,24.4,6.2,38.9
11/5/2012,Admiralty,0.8,27.9,32.1,25.1,4.8,32.4
12/5/2012,Admiralty,4.8,29,32.3,26.2,8.4,31
13/5/2012,Admiralty,0.2,27.2,29.8,23.3,10.3,62.6
14/5/2012,Admiralty,0,29.3,32.6,26.9,9.2,32.8
15/5/2012,Admiralty,2.2,29.2,32.9,26.6,5.3,34.6
16/5/2012,Admiralty,11,28.1,31.8,24.1,7.9,58.7
17/5/2012,Admiralty,0,26.8,29.6,23.5,6.1,49
18/5/2012,Admiralty,0,29.1,33.8,26.1,4.8,21.6
19/5/2012,Admiralty,0,29.7,34.7,26.6,5.6,28.1
20/5/2012,Admiralty,6.2,28.4,32.4,25.3,6.2,38.9
21/5/2012,Admiralty,2,28.3,33.1,25.2,4.7,22
22/5/2012,Admiralty,11.2,28.6,33,24.5,6,38.5
23/5/2012,Admiralty,0,27.6,31.2,24.5,8.4,38.9
24/5/2012,Admiralty,2.6,28.8,32.6,26.6,6,25.9
25/5/2012,Admiralty,0,28.4,31,25.4,6.5,24.1
26/5/2012,Admiralty,56.2,27.6,31.5,23.8,8,37.8
27/5/2012,Admiralty,0,26.9,30.6,23,7,60.8
28/5/2012,Admiralty,0,28.9,32.9,25.2,5.6,23
29/5/2012,Admiralty,2,28.2,31.3,26.3,7.7,32
30/5/2012,Admiralty,0.8,27.9,33,25.7,5.7,31
31/5/2012,Admiralty,0.8,28,33.5,24.7,5.7,32.4
1/6/2012,Admiralty,0,27.7,30.7,25,6.8,26.6
2/6/2012,Admiralty,0,28.5,31.3,26.5,4.9,24.1
3/6/2012,Admiralty,0.6,28,31.7,25.3,5.4,29.5
4/6/2012,Admiralty,1.4,28.7,32.6,26.8,4.6,22.7
5/6/2012,Admiralty,0.8,29,32.2,26.1,5.9,19.4
6/6/2012,Admiralty,0,28.5,31.3,25.9,11.7,41.8
7/6/2012,Admiralty,0,30,33.7,27.6,7.5,27
8/6/2012,Admiralty,68,28.4,31.3,25.1,4,24.5
9/6/2012,Admiralty,0.4,26.3,29.1,23.3,7.2,48.2
10/6/2012,Admiralty,0,29.1,33.3,26.1,6.5,29.2
11/6/2012,Admiralty,0,28.8,30.2,27.6,5.6,26.3
12/6/2012,Admiralty,0,29.2,33,27.6,7.5,27.4
13/6/2012,Admiralty,0,29.6,33.6,26.9,6.1,24.1
14/6/2012,Admiralty,0,30,33.6,27.4,7,29.2
15/6/2012,Admiralty,0,29.9,33.2,27.2,6.3,23.4
16/6/2012,Admiralty,0,29.6,33,27.1,7.5,26.3
17/6/2012,Admiralty,0,29.6,32.8,27.3,8.7,28.1
18/6/2012,Admiralty,0,29.8,33.1,27.1,6.9,29.2
19/6/2012,Admiralty,19.4,28.5,33.5,24.9,6.1,40
20/6/2012,Admiralty,0,28.9,32.9,26.3,5.6,24.8
21/6/2012,Admiralty,1.4,27.7,31.5,24,6.2,28.4
22/6/2012,Admiralty,0,28.6,32.8,24.9,8.6,28.1
23/6/2012,Admiralty,0,29.9,34,27.4,6.4,24.1
24/6/2012,Admiralty,0,29.4,33.6,26.3,6.9,45.4
25/6/2012,Admiralty,0,29.2,33.2,26.2,6.6,27.4
26/6/2012,Admiralty,0,27.8,32.3,25.4,5.1,24.5
27/6/2012,Admiralty,9,27.2,30.5,23.8,5.4,44.6
28/6/2012,Admiralty,0,28,31.9,24.6,6,34.2
29/6/2012,Admiralty,0,28.8,32.7,26,5.9,24.8
30/6/2012,Admiralty,4.4,27.5,31.4,24.3,5.7,48.2
1/7/2012,Admiralty,0,28.3,32.4,25.8,6.8,42.5
2/7/2012,Admiralty,42,27.4,31.4,22.8,5.9,41.4
3/7/2012,Admiralty,31.6,26.2,30.4,23.9,6,43.9
4/7/2012,Admiralty,50.4,26.3,29.4,23.5,5.6,45.4
5/7/2012,Admiralty,51.2,25.9,28.9,23.4,5.3,32
6/7/2012,Admiralty,0,27.9,31.9,24.9,5.8,24.8
7/7/2012,Admiralty,7.4,27,31.7,24.4,5.5,39.6
8/7/2012,Admiralty,0,27.3,32.1,23.2,9.5,56.2
9/7/2012,Admiralty,0,28.4,31.5,26.8,5.9,24.8
10/7/2012,Admiralty,0.6,27.2,30.8,25.9,6.1,32
11/7/2012,Admiralty,0,27,29.5,25.7,5.2,27
12/7/2012,Admiralty,0.4,28,31.1,25.8,6.9,27.4
13/7/2012,Admiralty,0.2,28.5,31.8,26.1,6.6,27
14/7/2012,Admiralty,9,26.1,27.9,24.3,5.4,29.2
15/7/2012,Admiralty,0.2,27.1,32.4,25.2,5.3,30.2
16/7/2012,Admiralty,50.2,25.8,28.3,23.1,4.8,28.1
17/7/2012,Admiralty,6.8,25.9,30.6,24.4,5.8,33.1
18/7/2012,Admiralty,0,27.3,30.6,24.9,5.3,22.7
19/7/2012,Admiralty,36.2,26,30.9,23.4,4.8,29.9
20/7/2012,Admiralty,0.4,27.3,31.9,24,5.8,28.1
21/7/2012,Admiralty,0,28.9,33,26.3,5.6,28.1
22/7/2012,Admiralty,0,29,33.3,25.3,6.9,30.2
23/7/2012,Admiralty,0,28.9,32.2,26.6,7.5,32.4
24/7/2012,Admiralty,0,29,32.1,26.6,6.7,28.4
25/7/2012,Admiralty,0,29,32.9,26.4,6.9,29.2
26/7/2012,Admiralty,0,29.4,33,27.2,8.6,31.3
27/7/2012,Admiralty,0,29.2,32.9,26.9,8.1,30.6
28/7/2012,Admiralty,3.4,28.2,32.9,24,7.4,39.6
29/7/2012,Admiralty,0,28.5,32,25.5,6.3,25.2
30/7/2012,Admiralty,0,28.9,32.2,26.7,7.1,32.4
31/7/2012,Admiralty,0,28.8,32.2,26.7,6.9,27
1/8/2012,Admiralty,0.8,27.8,30,24.9,6.4,36
